3,1,1,1,1,423.916
3,2,1,4,1,364.683
3,4,1,38,1,233.95
3,8,1,99,1,162.944
3,16,1,139,1,170.021
3,32,1,153,1,160.48
3,64,1,183,1,162.55
3,1,1,1,0,426.178
3,2,1,1,0,367.854
3,4,1,1,0,326.703
3,8,1,1,0,235.601
3,16,1,1,0,201.338
3,32,1,1,0,211.906
3,64,1,1,0,164.948
3,1,25,25,1,426.2
3,2,25,25,1,329.85
3,4,25,52,1,287.34
3,8,25,126,1,283.156
3,16,25,149,1,201.21
3,32,25,168,1,225.683
3,64,25,175,1,159.064
3,1,25,25,0,424.287
3,2,25,25,0,329.139
3,4,25,25,0,252.216
3,8,25,25,0,237.91
3,16,25,25,0,169.837
3,32,25,25,0,169.188
3,64,25,25,0,178.107
3,1,2,2,1,426.137
3,2,2,4,1,332.35
3,4,2,39,1,224.532
3,8,2,92,1,188.695
3,16,2,138,1,173.067
3,32,2,159,1,160.97
3,64,2,175,1,162.053
3,1,2,2,0,423.996
3,2,2,2,0,365.585
3,4,2,2,0,265.295
3,8,2,2,0,183.764
3,16,2,2,0,270.243
3,32,2,2,0,168.152
3,64,2,2,0,166.052
3,1,50,50,1,426.326
3,2,50,50,1,296.333
3,4,50,63,1,206.516
3,8,50,114,1,209.001
3,16,50,142,1,191.292
3,32,50,161,1,160.841
3,64,50,172,1,160.41
3,1,50,50,0,424.167
3,2,50,50,0,294.83
3,4,50,50,0,224.576
3,8,50,50,0,173.425
3,16,50,50,0,195.069
3,32,50,50,0,162.872
3,64,50,50,0,158.88
4,1,100,100,1,424.199
4,2,100,100,1,282.42
4,4,100,111,1,232.164
4,8,100,149,1,230.376
4,16,100,177,1,174.114
4,32,100,176,1,226.622
4,64,100,171,1,159.969
4,1,100,100,0,426.188
4,2,100,100,0,283.346
4,4,100,100,0,273.383
4,8,100,100,0,249.815
4,16,100,100,0,249.98
4,32,100,100,0,161.999
4,64,100,100,0,161.084
4,1,10,10,1,424.116
4,2,10,10,1,313.551
4,4,10,37,1,238.348
4,8,10,86,1,160.12
4,16,10,130,1,169.294
4,32,10,173,1,252.37
4,64,10,178,1,158.533
4,1,10,10,0,426.191
4,2,10,10,0,315.084
4,4,10,10,0,248.236
4,8,10,10,0,166.977
4,16,10,10,0,191.786
4,32,10,10,0,182.251
4,64,10,10,0,160.432
4,1,1,1,1,440.435
4,2,1,3,1,371.953
4,4,1,39,1,224.462
4,8,1,93,1,167.813
4,16,1,140,1,170.156
4,32,1,171,1,168.7
4,64,1,177,1,245.107
4,1,1,1,0,442.857
4,2,1,1,0,367.899
4,4,1,1,0,284.505
4,8,1,1,0,321.407
4,16,1,1,0,196.066
4,32,1,1,0,173.018
4,64,1,1,0,170.596
4,1,25,25,1,423.952
4,2,25,25,1,328.065
4,4,25,68,1,253.472
4,8,25,90,1,169.041
4,16,25,154,1,238.341
4,32,25,164,1,162.564
4,64,25,164,1,161.025
4,1,25,25,0,426.347
4,2,25,25,0,330.033
4,4,25,25,0,270.81
4,8,25,25,0,274.26
4,16,25,25,0,174.213
4,32,25,25,0,163.069
4,64,25,25,0,161.83
4,1,2,2,1,423.794
4,2,2,2,1,365.463
4,4,2,38,1,233.925
4,8,2,107,1,168.869
4,16,2,137,1,259.304
4,32,2,167,1,163.973
4,64,2,178,1,166.29
4,1,2,2,0,426.138
4,2,2,2,0,367.348
4,4,2,2,0,253.896
4,8,2,2,0,191.99
4,16,2,2,0,274.576
4,32,2,2,0,173.714
4,64,2,2,0,167.992
4,1,50,50,1,425.157
4,2,50,50,1,294.764
4,4,50,76,1,263.407
4,8,50,118,1,164.362
4,16,50,159,1,197.458
4,32,50,165,1,161.291
4,64,50,170,1,159.48
4,1,50,50,0,426.079
4,2,50,50,0,296.423
4,4,50,50,0,222.339
4,8,50,50,0,166.02
4,16,50,50,0,195.221
4,32,50,50,0,163.221
4,64,50,50,0,158.397
5,1,100,100,1,427.396
5,2,100,100,1,282.376
5,4,100,111,1,231.834
5,8,100,152,1,276.582
5,16,100,174,1,249.979
5,32,100,183,1,163.923
5,64,100,176,1,159.598
5,1,100,100,0,423.932
5,2,100,100,0,283.28
5,4,100,100,0,273.427
5,8,100,100,0,212.9
5,16,100,100,0,249.967
5,32,100,100,0,162.451
5,64,100,100,0,158.97
5,1,10,10,1,423.857
5,2,10,10,1,313.752
5,4,10,73,1,234.239
5,8,10,90,1,180.982
5,16,10,157,1,267.031
5,32,10,143,1,162.526
5,64,10,178,1,166.563
5,1,10,10,0,426.117
5,2,10,10,0,315.054
5,4,10,10,0,250.215
5,8,10,10,0,175.244
5,16,10,10,0,195.99
5,32,10,10,0,164.329
5,64,10,10,0,160.845
5,1,1,1,1,424.045
5,2,1,2,1,367.83
5,4,1,64,1,268.533
5,8,1,106,1,232.34
5,16,1,136,1,170.017
5,32,1,167,1,161.517
5,64,1,180,1,247.793
5,1,1,1,0,426.167
5,2,1,1,0,371.539
5,4,1,1,0,248.345
5,8,1,1,0,309.614
5,16,1,1,0,199.889
5,32,1,1,0,174.292
5,64,1,1,0,164.512
5,1,25,25,1,426.073
5,2,25,25,1,329.099
5,4,25,45,1,245.212
5,8,25,112,1,241.852
5,16,25,149,1,191.102
5,32,25,168,1,225.932
5,64,25,166,1,159.119
5,1,25,25,0,423.982
5,2,25,25,0,329.839
5,4,25,25,0,248.892
5,8,25,25,0,219.075
5,16,25,25,0,178.64
5,32,25,25,0,166.28
5,64,25,25,0,159.73
5,1,2,2,1,423.87
5,2,2,3,1,365.314
5,4,2,33,1,228.622
5,8,2,87,1,159.583
5,16,2,138,1,173.158
5,32,2,168,1,163.452
5,64,2,177,1,158.925
5,1,2,2,0,426.435
5,2,2,2,0,367.481
5,4,2,2,0,280.102
5,8,2,2,0,238.906
5,16,2,2,0,183.771
5,32,2,2,0,261.692
5,64,2,2,0,182.235
5,1,50,50,1,426.103
5,2,50,50,1,294.812
5,4,50,63,1,206.445
5,8,50,135,1,235.306
5,16,50,159,1,197.784
5,32,50,165,1,163.527
5,64,50,173,1,158.224
5,1,50,50,0,424.111
5,2,50,50,0,296.326
5,4,50,50,0,222.261
5,8,50,50,0,177.902
5,16,50,50,0,195.815
5,32,50,50,0,168.274
5,64,50,50,0,164.407
